date,time,ip.dst,ip.src,tcp.dstport,tcp.srcport,tcp.flags,tcp.window_size_value,tcp.options.mss_val
Mar 26, 2024 14:34:18.905492000 EDT,192.168.4.143,192.168.4.142,41919,1999,0x0014,0,
Mar 26, 2024 14:34:18.905492000 EDT,192.168.4.143,192.168.4.142,41919,2030,0x0014,0,
Mar 26, 2024 14:34:18.905492000 EDT,192.168.4.143,192.168.4.142,41919,666,0x0014,0,
Mar 26, 2024 14:34:18.905492000 EDT,192.168.4.143,192.168.4.142,41919,5555,0x0014,0,
Mar 26, 2024 14:34:18.905492000 EDT,192.168.4.143,192.168.4.142,41919,1201,0x0014,0,
Mar 26, 2024 14:34:18.905492000 EDT,192.168.4.143,192.168.4.142,41919,1272,0x0014,0,
Mar 26, 2024 14:34:18.905508000 EDT,192.168.4.143,192.168.4.142,41919,1022,0x0014,0,
Mar 26, 2024 14:34:18.905508000 EDT,192.168.4.143,192.168.4.142,41919,16113,0x0014,0,
Mar 26, 2024 14:34:18.905508000 EDT,192.168.4.143,192.168.4.142,41919,9485,0x0014,0,
Mar 26, 2024 14:34:18.906383000 EDT,192.168.4.143,192.168.4.142,41919,12174,0x0014,0,
Mar 26, 2024 14:34:18.906384000 EDT,192.168.4.143,192.168.4.142,41919,3703,0x0014,0,
Mar 26, 2024 14:34:18.906384000 EDT,192.168.4.143,192.168.4.142,41919,1071,0x0014,0,
Mar 26, 2024 14:34:18.906384000 EDT,192.168.4.143,192.168.4.142,41919,125,0x0014,0,
Mar 26, 2024 14:34:18.906384000 EDT,192.168.4.143,192.168.4.142,41919,8333,0x0014,0,
Mar 26, 2024 14:34:18.906384000 EDT,192.168.4.143,192.168.4.142,41919,1700,0x0014,0,
Mar 26, 2024 14:34:18.906384000 EDT,192.168.4.143,192.168.4.142,41919,1044,0x0014,0,
Mar 26, 2024 14:34:18.906384000 EDT,192.168.4.143,192.168.4.142,41919,4900,0x0014,0,
Mar 26, 2024 14:34:18.906415000 EDT,192.168.4.143,192.168.4.142,41919,9010,0x0014,0,
Mar 26, 2024 14:34:18.906415000 EDT,192.168.4.143,192.168.4.142,41919,4006,0x0014,0,
Mar 26, 2024 14:34:18.906415000 EDT,192.168.4.143,192.168.4.142,41919,1045,0x0014,0,
Mar 26, 2024 14:34:18.906415000 EDT,192.168.4.143,192.168.4.142,41919,16018,0x0014,0,
Mar 26, 2024 14:34:18.906415000 EDT,192.168.4.143,192.168.4.142,41919,8022,0x0014,0,
Mar 26, 2024 14:34:18.906415000 EDT,192.168.4.143,192.168.4.142,41919,2045,0x0014,0,
Mar 26, 2024 14:34:18.906415000 EDT,192.168.4.143,192.168.4.142,41919,49176,0x0014,0,
Mar 26, 2024 14:34:18.908653000 EDT,192.168.4.142,192.168.4.143,5298,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908690000 EDT,192.168.4.142,192.168.4.143,16012,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908703000 EDT,192.168.4.142,192.168.4.143,667,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908716000 EDT,192.168.4.142,192.168.4.143,631,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908728000 EDT,192.168.4.142,192.168.4.143,2381,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908740000 EDT,192.168.4.142,192.168.4.143,1719,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908747000 EDT,192.168.4.142,192.168.4.143,8100,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908761000 EDT,192.168.4.142,192.168.4.143,2042,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908774000 EDT,192.168.4.142,192.168.4.143,4899,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908790000 EDT,192.168.4.142,192.168.4.143,25734,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908803000 EDT,192.168.4.142,192.168.4.143,1047,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908815000 EDT,192.168.4.142,192.168.4.143,6106,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908819000 EDT,192.168.4.143,192.168.4.142,41919,49167,0x0014,0,
Mar 26, 2024 14:34:18.908819000 EDT,192.168.4.143,192.168.4.142,41919,1455,0x0014,0,
Mar 26, 2024 14:34:18.908823000 EDT,192.168.4.142,192.168.4.143,2190,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908819000 EDT,192.168.4.143,192.168.4.142,41919,1031,0x0014,0,
Mar 26, 2024 14:34:18.908819000 EDT,192.168.4.143,192.168.4.142,41919,10003,0x0014,0,
Mar 26, 2024 14:34:18.908819000 EDT,192.168.4.143,192.168.4.142,41919,1028,0x0014,0,
Mar 26, 2024 14:34:18.908819000 EDT,192.168.4.143,192.168.4.142,41919,999,0x0014,0,
Mar 26, 2024 14:34:18.908819000 EDT,192.168.4.143,192.168.4.142,41919,1083,0x0014,0,
Mar 26, 2024 14:34:18.908819000 EDT,192.168.4.143,192.168.4.142,41919,19283,0x0014,0,
Mar 26, 2024 14:34:18.908830000 EDT,192.168.4.142,192.168.4.143,3268,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908837000 EDT,192.168.4.142,192.168.4.143,1148,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908845000 EDT,192.168.4.142,192.168.4.143,5987,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908863000 EDT,192.168.4.142,192.168.4.143,30,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908875000 EDT,192.168.4.142,192.168.4.143,720,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908887000 EDT,192.168.4.142,192.168.4.143,3800,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908899000 EDT,192.168.4.142,192.168.4.143,32778,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908906000 EDT,192.168.4.142,192.168.4.143,2179,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908914000 EDT,192.168.4.142,192.168.4.143,64680,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908920000 EDT,192.168.4.142,192.168.4.143,5051,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908928000 EDT,192.168.4.142,192.168.4.143,1041,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908934000 EDT,192.168.4.142,192.168.4.143,85,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908949000 EDT,192.168.4.142,192.168.4.143,10025,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908961000 EDT,192.168.4.142,192.168.4.143,9003,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908972000 EDT,192.168.4.142,192.168.4.143,61532,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908980000 EDT,192.168.4.142,192.168.4.143,2401,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.908987000 EDT,192.168.4.142,192.168.4.143,20031,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.909000000 EDT,192.168.4.142,192.168.4.143,37,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.909012000 EDT,192.168.4.142,192.168.4.143,19315,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.909024000 EDT,192.168.4.142,192.168.4.143,749,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.909037000 EDT,192.168.4.142,192.168.4.143,8002,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.909051000 EDT,192.168.4.142,192.168.4.143,1580,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.909064000 EDT,192.168.4.142,192.168.4.143,5550,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.909076000 EDT,192.168.4.142,192.168.4.143,1059,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.909091000 EDT,192.168.4.142,192.168.4.143,259,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.909107000 EDT,192.168.4.142,192.168.4.143,16001,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.909120000 EDT,192.168.4.142,192.168.4.143,4001,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.909132000 EDT,192.168.4.142,192.168.4.143,1145,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.909144000 EDT,192.168.4.142,192.168.4.143,2001,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.909157000 EDT,192.168.4.142,192.168.4.143,4446,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.911359000 EDT,192.168.4.142,192.168.4.143,3971,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.911388000 EDT,192.168.4.142,192.168.4.143,7004,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.911402000 EDT,192.168.4.142,192.168.4.143,7103,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.911414000 EDT,192.168.4.142,192.168.4.143,593,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.911425000 EDT,192.168.4.142,192.168.4.143,15742,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.911441000 EDT,192.168.4.142,192.168.4.143,50006,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.911453000 EDT,192.168.4.142,192.168.4.143,18040,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.911466000 EDT,192.168.4.142,192.168.4.143,9876,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.935029000 EDT,192.168.4.143,192.168.4.142,41919,5030,0x0014,0,
Mar 26, 2024 14:34:18.935029000 EDT,192.168.4.143,192.168.4.142,41919,264,0x0014,0,
Mar 26, 2024 14:34:18.935029000 EDT,192.168.4.143,192.168.4.142,41919,10180,0x0014,0,
Mar 26, 2024 14:34:18.935029000 EDT,192.168.4.143,192.168.4.142,41919,5862,0x0014,0,
Mar 26, 2024 14:34:18.935030000 EDT,192.168.4.143,192.168.4.142,41919,10616,0x0014,0,
Mar 26, 2024 14:34:18.935030000 EDT,192.168.4.143,192.168.4.142,41919,1309,0x0014,0,
Mar 26, 2024 14:34:18.935030000 EDT,192.168.4.143,192.168.4.142,41919,19,0x0014,0,
Mar 26, 2024 14:34:18.935030000 EDT,192.168.4.143,192.168.4.142,41919,465,0x0014,0,
Mar 26, 2024 14:34:18.935080000 EDT,192.168.4.143,192.168.4.142,41919,27715,0x0014,0,
Mar 26, 2024 14:34:18.935080000 EDT,192.168.4.143,192.168.4.142,41919,5033,0x0014,0,
Mar 26, 2024 14:34:18.935081000 EDT,192.168.4.143,192.168.4.142,41919,9001,0x0014,0,
Mar 26, 2024 14:34:18.935081000 EDT,192.168.4.143,192.168.4.142,41919,636,0x0014,0,
Mar 26, 2024 14:34:18.935081000 EDT,192.168.4.143,192.168.4.142,41919,6003,0x0014,0,
Mar 26, 2024 14:34:18.935081000 EDT,192.168.4.143,192.168.4.142,41919,3766,0x0014,0,
Mar 26, 2024 14:34:18.935081000 EDT,192.168.4.143,192.168.4.142,41919,3168,0x0014,0,
Mar 26, 2024 14:34:18.935081000 EDT,192.168.4.143,192.168.4.142,41919,8200,0x0014,0,
Mar 26, 2024 14:34:18.935108000 EDT,192.168.4.143,192.168.4.142,41919,222,0x0014,0,
Mar 26, 2024 14:34:18.935108000 EDT,192.168.4.143,192.168.4.142,41919,6969,0x0014,0,
Mar 26, 2024 14:34:18.935108000 EDT,192.168.4.143,192.168.4.142,41919,8090,0x0014,0,
Mar 26, 2024 14:34:18.935108000 EDT,192.168.4.143,192.168.4.142,41919,514,0x0012,5840,1460
Mar 26, 2024 14:34:18.935108000 EDT,192.168.4.143,192.168.4.142,41919,6692,0x0014,0,
Mar 26, 2024 14:34:18.935108000 EDT,192.168.4.143,192.168.4.142,41919,49999,0x0014,0,
Mar 26, 2024 14:34:18.935108000 EDT,192.168.4.143,192.168.4.142,41919,8093,0x0014,0,
Mar 26, 2024 14:34:18.935108000 EDT,192.168.4.143,192.168.4.142,41919,1073,0x0014,0,
Mar 26, 2024 14:34:18.935138000 EDT,192.168.4.142,192.168.4.143,514,41919,0x0004,0,
Mar 26, 2024 14:34:18.935171000 EDT,192.168.4.143,192.168.4.142,41919,1114,0x0014,0,
Mar 26, 2024 14:34:18.935171000 EDT,192.168.4.143,192.168.4.142,41919,1839,0x0014,0,
Mar 26, 2024 14:34:18.935171000 EDT,192.168.4.143,192.168.4.142,41919,32774,0x0014,0,
Mar 26, 2024 14:34:18.937481000 EDT,192.168.4.142,192.168.4.143,144,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.937532000 EDT,192.168.4.142,192.168.4.143,1064,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.937546000 EDT,192.168.4.142,192.168.4.143,15004,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.937566000 EDT,192.168.4.142,192.168.4.143,1038,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.937578000 EDT,192.168.4.142,192.168.4.143,24,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.937591000 EDT,192.168.4.142,192.168.4.143,5999,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.937603000 EDT,192.168.4.142,192.168.4.143,3211,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.937618000 EDT,192.168.4.142,192.168.4.143,5414,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.937627000 EDT,192.168.4.142,192.168.4.143,1023,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.937634000 EDT,192.168.4.142,192.168.4.143,6669,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.937640000 EDT,192.168.4.142,192.168.4.143,2383,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.937647000 EDT,192.168.4.142,192.168.4.143,9502,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.937664000 EDT,192.168.4.142,192.168.4.143,9575,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.937677000 EDT,192.168.4.142,192.168.4.143,3871,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.937690000 EDT,192.168.4.142,192.168.4.143,1053,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.937703000 EDT,192.168.4.142,192.168.4.143,1433,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.937711000 EDT,192.168.4.142,192.168.4.143,40193,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.937717000 EDT,192.168.4.142,192.168.4.143,20005,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.937724000 EDT,192.168.4.142,192.168.4.143,3001,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.937731000 EDT,192.168.4.142,192.168.4.143,1107,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.937738000 EDT,192.168.4.142,192.168.4.143,8082,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.937746000 EDT,192.168.4.142,192.168.4.143,9594,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.937762000 EDT,192.168.4.142,192.168.4.143,42,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.937775000 EDT,192.168.4.142,192.168.4.143,6881,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.937787000 EDT,192.168.4.142,192.168.4.143,5902,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.937799000 EDT,192.168.4.142,192.168.4.143,51103,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.937806000 EDT,192.168.4.142,192.168.4.143,33,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.939214000 EDT,192.168.4.143,192.168.4.142,41919,631,0x0014,0,
Mar 26, 2024 14:34:18.939214000 EDT,192.168.4.143,192.168.4.142,41919,85,0x0014,0,
Mar 26, 2024 14:34:18.939214000 EDT,192.168.4.143,192.168.4.142,41919,2042,0x0014,0,
Mar 26, 2024 14:34:18.939214000 EDT,192.168.4.143,192.168.4.142,41919,32778,0x0014,0,
Mar 26, 2024 14:34:18.939214000 EDT,192.168.4.143,192.168.4.142,41919,3800,0x0014,0,
Mar 26, 2024 14:34:18.939214000 EDT,192.168.4.143,192.168.4.142,41919,8002,0x0014,0,
Mar 26, 2024 14:34:18.939214000 EDT,192.168.4.143,192.168.4.142,41919,8100,0x0014,0,
Mar 26, 2024 14:34:18.939214000 EDT,192.168.4.143,192.168.4.142,41919,37,0x0014,0,
Mar 26, 2024 14:34:18.939250000 EDT,192.168.4.143,192.168.4.142,41919,2381,0x0014,0,
Mar 26, 2024 14:34:18.939250000 EDT,192.168.4.143,192.168.4.142,41919,19315,0x0014,0,
Mar 26, 2024 14:34:18.939250000 EDT,192.168.4.143,192.168.4.142,41919,16012,0x0014,0,
Mar 26, 2024 14:34:18.939250000 EDT,192.168.4.143,192.168.4.142,41919,5987,0x0014,0,
Mar 26, 2024 14:34:18.939250000 EDT,192.168.4.143,192.168.4.142,41919,25734,0x0014,0,
Mar 26, 2024 14:34:18.940959000 EDT,192.168.4.143,192.168.4.142,41919,2190,0x0014,0,
Mar 26, 2024 14:34:18.940959000 EDT,192.168.4.143,192.168.4.142,41919,1148,0x0014,0,
Mar 26, 2024 14:34:18.940959000 EDT,192.168.4.143,192.168.4.142,41919,1145,0x0014,0,
Mar 26, 2024 14:34:18.940959000 EDT,192.168.4.143,192.168.4.142,41919,2179,0x0014,0,
Mar 26, 2024 14:34:18.940959000 EDT,192.168.4.143,192.168.4.142,41919,1059,0x0014,0,
Mar 26, 2024 14:34:18.940959000 EDT,192.168.4.143,192.168.4.142,41919,1047,0x0014,0,
Mar 26, 2024 14:34:18.940959000 EDT,192.168.4.143,192.168.4.142,41919,1041,0x0014,0,
Mar 26, 2024 14:34:18.940959000 EDT,192.168.4.143,192.168.4.142,41919,30,0x0014,0,
Mar 26, 2024 14:34:18.940989000 EDT,192.168.4.143,192.168.4.142,41919,9003,0x0014,0,
Mar 26, 2024 14:34:18.940989000 EDT,192.168.4.143,192.168.4.142,41919,1580,0x0014,0,
Mar 26, 2024 14:34:18.940989000 EDT,192.168.4.143,192.168.4.142,41919,6106,0x0014,0,
Mar 26, 2024 14:34:18.940989000 EDT,192.168.4.143,192.168.4.142,41919,667,0x0014,0,
Mar 26, 2024 14:34:18.940989000 EDT,192.168.4.143,192.168.4.142,41919,5298,0x0014,0,
Mar 26, 2024 14:34:18.940989000 EDT,192.168.4.143,192.168.4.142,41919,61532,0x0014,0,
Mar 26, 2024 14:34:18.940989000 EDT,192.168.4.143,192.168.4.142,41919,720,0x0014,0,
Mar 26, 2024 14:34:18.940989000 EDT,192.168.4.143,192.168.4.142,41919,2001,0x0014,0,
Mar 26, 2024 14:34:18.941007000 EDT,192.168.4.143,192.168.4.142,41919,2401,0x0014,0,
Mar 26, 2024 14:34:18.942470000 EDT,192.168.4.143,192.168.4.142,41919,64680,0x0014,0,
Mar 26, 2024 14:34:18.942471000 EDT,192.168.4.143,192.168.4.142,41919,749,0x0014,0,
Mar 26, 2024 14:34:18.942471000 EDT,192.168.4.143,192.168.4.142,41919,1719,0x0014,0,
Mar 26, 2024 14:34:18.942471000 EDT,192.168.4.143,192.168.4.142,41919,259,0x0014,0,
Mar 26, 2024 14:34:18.942471000 EDT,192.168.4.143,192.168.4.142,41919,5550,0x0014,0,
Mar 26, 2024 14:34:18.942471000 EDT,192.168.4.143,192.168.4.142,41919,4899,0x0014,0,
Mar 26, 2024 14:34:18.942471000 EDT,192.168.4.143,192.168.4.142,41919,20031,0x0014,0,
Mar 26, 2024 14:34:18.942471000 EDT,192.168.4.143,192.168.4.142,41919,5051,0x0014,0,
Mar 26, 2024 14:34:18.942514000 EDT,192.168.4.143,192.168.4.142,41919,3268,0x0014,0,
Mar 26, 2024 14:34:18.942514000 EDT,192.168.4.143,192.168.4.142,41919,4446,0x0014,0,
Mar 26, 2024 14:34:18.942514000 EDT,192.168.4.143,192.168.4.142,41919,4001,0x0014,0,
Mar 26, 2024 14:34:18.942514000 EDT,192.168.4.143,192.168.4.142,41919,15742,0x0014,0,
Mar 26, 2024 14:34:18.942514000 EDT,192.168.4.143,192.168.4.142,41919,10025,0x0014,0,
Mar 26, 2024 14:34:18.942514000 EDT,192.168.4.143,192.168.4.142,41919,7103,0x0014,0,
Mar 26, 2024 14:34:18.942514000 EDT,192.168.4.143,192.168.4.142,41919,16001,0x0014,0,
Mar 26, 2024 14:34:18.944261000 EDT,192.168.4.143,192.168.4.142,41919,593,0x0014,0,
Mar 26, 2024 14:34:18.944261000 EDT,192.168.4.143,192.168.4.142,41919,18040,0x0014,0,
Mar 26, 2024 14:34:18.944261000 EDT,192.168.4.143,192.168.4.142,41919,9876,0x0014,0,
Mar 26, 2024 14:34:18.944262000 EDT,192.168.4.143,192.168.4.142,41919,50006,0x0014,0,
Mar 26, 2024 14:34:18.944262000 EDT,192.168.4.143,192.168.4.142,41919,3971,0x0014,0,
Mar 26, 2024 14:34:18.944262000 EDT,192.168.4.143,192.168.4.142,41919,7004,0x0014,0,
Mar 26, 2024 14:34:18.944262000 EDT,192.168.4.143,192.168.4.142,41919,1053,0x0014,0,
Mar 26, 2024 14:34:18.944262000 EDT,192.168.4.143,192.168.4.142,41919,144,0x0014,0,
Mar 26, 2024 14:34:18.944308000 EDT,192.168.4.143,192.168.4.142,41919,5414,0x0014,0,
Mar 26, 2024 14:34:18.944308000 EDT,192.168.4.143,192.168.4.142,41919,5999,0x0014,0,
Mar 26, 2024 14:34:18.944308000 EDT,192.168.4.143,192.168.4.142,41919,1038,0x0014,0,
Mar 26, 2024 14:34:18.944308000 EDT,192.168.4.143,192.168.4.142,41919,6669,0x0014,0,
Mar 26, 2024 14:34:18.944308000 EDT,192.168.4.143,192.168.4.142,41919,1433,0x0014,0,
Mar 26, 2024 14:34:18.945944000 EDT,192.168.4.143,192.168.4.142,41919,24,0x0014,0,
Mar 26, 2024 14:34:18.945945000 EDT,192.168.4.143,192.168.4.142,41919,5902,0x0014,0,
Mar 26, 2024 14:34:18.945945000 EDT,192.168.4.143,192.168.4.142,41919,51103,0x0014,0,
Mar 26, 2024 14:34:18.945945000 EDT,192.168.4.143,192.168.4.142,41919,6881,0x0014,0,
Mar 26, 2024 14:34:18.945945000 EDT,192.168.4.143,192.168.4.142,41919,20005,0x0014,0,
Mar 26, 2024 14:34:18.945945000 EDT,192.168.4.143,192.168.4.142,41919,9502,0x0014,0,
Mar 26, 2024 14:34:18.945945000 EDT,192.168.4.143,192.168.4.142,41919,3871,0x0014,0,
Mar 26, 2024 14:34:18.945945000 EDT,192.168.4.143,192.168.4.142,41919,1064,0x0014,0,
Mar 26, 2024 14:34:18.945995000 EDT,192.168.4.143,192.168.4.142,41919,9575,0x0014,0,
Mar 26, 2024 14:34:18.945995000 EDT,192.168.4.143,192.168.4.142,41919,9594,0x0014,0,
Mar 26, 2024 14:34:18.945996000 EDT,192.168.4.143,192.168.4.142,41919,42,0x0014,0,
Mar 26, 2024 14:34:18.945996000 EDT,192.168.4.143,192.168.4.142,41919,1023,0x0014,0,
Mar 26, 2024 14:34:18.945996000 EDT,192.168.4.143,192.168.4.142,41919,33,0x0014,0,
Mar 26, 2024 14:34:18.945996000 EDT,192.168.4.143,192.168.4.142,41919,3211,0x0014,0,
Mar 26, 2024 14:34:18.945996000 EDT,192.168.4.143,192.168.4.142,41919,40193,0x0014,0,
Mar 26, 2024 14:34:18.945996000 EDT,192.168.4.143,192.168.4.142,41919,1107,0x0014,0,
Mar 26, 2024 14:34:18.946019000 EDT,192.168.4.143,192.168.4.142,41919,3001,0x0014,0,
Mar 26, 2024 14:34:18.946019000 EDT,192.168.4.143,192.168.4.142,41919,8082,0x0014,0,
Mar 26, 2024 14:34:18.946019000 EDT,192.168.4.143,192.168.4.142,41919,15004,0x0014,0,
Mar 26, 2024 14:34:18.946020000 EDT,192.168.4.143,192.168.4.142,41919,2383,0x0014,0,
Mar 26, 2024 14:34:18.946165000 EDT,192.168.4.142,192.168.4.143,49159,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946205000 EDT,192.168.4.142,192.168.4.143,7741,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946219000 EDT,192.168.4.142,192.168.4.143,18101,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946232000 EDT,192.168.4.142,192.168.4.143,1935,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946244000 EDT,192.168.4.142,192.168.4.143,617,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946256000 EDT,192.168.4.142,192.168.4.143,2200,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946269000 EDT,192.168.4.142,192.168.4.143,1021,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946282000 EDT,192.168.4.142,192.168.4.143,8009,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946290000 EDT,192.168.4.142,192.168.4.143,4000,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946337000 EDT,192.168.4.142,192.168.4.143,5440,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946364000 EDT,192.168.4.142,192.168.4.143,4343,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946378000 EDT,192.168.4.142,192.168.4.143,5631,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946391000 EDT,192.168.4.142,192.168.4.143,1095,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946402000 EDT,192.168.4.142,192.168.4.143,7920,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946415000 EDT,192.168.4.142,192.168.4.143,2035,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946428000 EDT,192.168.4.142,192.168.4.143,7100,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946440000 EDT,192.168.4.142,192.168.4.143,11967,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946451000 EDT,192.168.4.142,192.168.4.143,3659,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946458000 EDT,192.168.4.142,192.168.4.143,515,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946466000 EDT,192.168.4.142,192.168.4.143,4279,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946473000 EDT,192.168.4.142,192.168.4.143,3809,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946480000 EDT,192.168.4.142,192.168.4.143,10082,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946487000 EDT,192.168.4.142,192.168.4.143,1088,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946501000 EDT,192.168.4.142,192.168.4.143,1259,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946513000 EDT,192.168.4.142,192.168.4.143,2020,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946525000 EDT,192.168.4.142,192.168.4.143,2718,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946537000 EDT,192.168.4.142,192.168.4.143,88,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946544000 EDT,192.168.4.142,192.168.4.143,5679,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946552000 EDT,192.168.4.142,192.168.4.143,5910,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946559000 EDT,192.168.4.142,192.168.4.143,84,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946566000 EDT,192.168.4.142,192.168.4.143,55555,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946573000 EDT,192.168.4.142,192.168.4.143,2034,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946580000 EDT,192.168.4.142,192.168.4.143,2161,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946598000 EDT,192.168.4.142,192.168.4.143,8402,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946611000 EDT,192.168.4.142,192.168.4.143,512,41919,0x0002,1024,1460
Mar 26, 2024 14:34:18.946625000 EDT,192.168.4.142,192.168.4.143,843,41919,0x0002,1024,1460
