date,time,ip.dst,ip.src,tcp.dstport,tcp.srcport,tcp.window_size_value,tcp.flags,tcp.options.unknown.payload
Mar 10, 2024 17:00:03.990443000 EDT,40.99.227.34,192.168.4.136,443,4249,1024,0x0010,0x6558
Mar 10, 2024 17:00:03.990457000 EDT,40.99.227.34,192.168.4.136,443,4249,1024,0x0010,0x8340
Mar 10, 2024 17:00:03.990469000 EDT,40.99.227.34,192.168.4.136,443,4249,1024,0x0018,0x6cdd
Mar 10, 2024 17:00:09.301590000 EDT,40.126.28.19,192.168.4.136,443,4538,1020,0x0010,0x8882
Mar 10, 2024 17:00:09.301604000 EDT,40.126.28.19,192.168.4.136,443,4538,1020,0x0010,0xd462
Mar 10, 2024 17:00:09.301617000 EDT,40.126.28.19,192.168.4.136,443,4538,1020,0x0018,0xc2e9
Mar 10, 2024 17:00:11.278605000 EDT,192.168.4.140,192.168.4.137,49803,4444,501,0x0018,0x8a8f
Mar 10, 2024 17:00:11.281598000 EDT,192.168.4.137,192.168.4.140,4444,49803,183,0x0018,0x9179
Mar 10, 2024 17:00:11.281693000 EDT,192.168.4.140,192.168.4.137,49803,4444,496,0x0010,0x8a8c
Mar 10, 2024 17:00:15.092491000 EDT,172.217.165.14,192.168.4.136,443,4539,1024,0x0010,0x94de
Mar 10, 2024 17:00:15.092502000 EDT,172.217.165.14,192.168.4.136,443,4539,1024,0x0018,0x3b35
Mar 10, 2024 17:00:36.737649000 EDT,192.168.4.140,192.168.4.137,49803,4444,501,0x0018,0x8a92
Mar 10, 2024 17:00:36.781598000 EDT,192.168.4.137,192.168.4.140,4444,49803,183,0x0010,0xdee9
Mar 10, 2024 17:00:37.499180000 EDT,192.168.4.140,192.168.4.137,49803,4444,501,0x0018,0x8a8f
Mar 10, 2024 17:00:37.500049000 EDT,192.168.4.137,192.168.4.140,4444,49803,183,0x0010,0xdba5
Mar 10, 2024 17:00:37.502296000 EDT,192.168.4.137,192.168.4.140,4444,49803,183,0x0018,0x21a6
Mar 10, 2024 17:00:37.502427000 EDT,192.168.4.140,192.168.4.137,49803,4444,501,0x0010,0x8a8c
Mar 10, 2024 17:00:39.064999000 EDT,192.168.4.140,192.168.4.137,49803,4444,501,0x0018,0x8a92
Mar 10, 2024 17:00:39.069354000 EDT,192.168.4.137,192.168.4.140,4444,49803,183,0x0018,0x1596
Mar 10, 2024 17:00:39.069410000 EDT,192.168.4.140,192.168.4.137,49803,4444,501,0x0010,0x8a8c
Mar 10, 2024 17:00:44.670197000 EDT,192.168.4.140,192.168.4.137,49803,4444,501,0x0018,0x8a95
Mar 10, 2024 17:00:44.710095000 EDT,192.168.4.137,192.168.4.140,4444,49803,183,0x0010,0xbc3c
Mar 10, 2024 17:00:45.574072000 EDT,192.168.4.140,192.168.4.137,49803,4444,501,0x0018,0x8a8d
Mar 10, 2024 17:00:45.575375000 EDT,192.168.4.137,192.168.4.140,4444,49803,183,0x0010,0xb85d
Mar 10, 2024 17:00:46.036191000 EDT,192.168.4.140,192.168.4.137,49803,4444,501,0x0018,0x8a8d
Mar 10, 2024 17:00:46.037422000 EDT,192.168.4.137,192.168.4.140,4444,49803,183,0x0010,0xb660
Mar 10, 2024 17:00:46.307376000 EDT,192.168.4.140,192.168.4.137,49803,4444,501,0x0018,0x8a8d
Mar 10, 2024 17:00:46.308589000 EDT,192.168.4.137,192.168.4.140,4444,49803,183,0x0010,0xb534
Mar 10, 2024 17:00:46.528294000 EDT,192.168.4.140,192.168.4.137,49803,4444,501,0x0018,0x8a8d
Mar 10, 2024 17:00:46.529337000 EDT,192.168.4.137,192.168.4.140,4444,49803,183,0x0010,0xb440
Mar 10, 2024 17:00:56.538130000 EDT,40.99.227.34,192.168.4.136,443,4249,1025,0x0010,0x4fdb
Mar 10, 2024 17:00:56.538144000 EDT,40.99.227.34,192.168.4.136,443,4249,1025,0x0010,0x7d5c
Mar 10, 2024 17:00:56.538157000 EDT,40.99.227.34,192.168.4.136,443,4249,1025,0x0018,0xb185
Mar 10, 2024 17:01:04.504830000 EDT,40.99.227.34,192.168.4.136,443,4249,1026,0x0010,0x9db8
Mar 10, 2024 17:01:04.504843000 EDT,40.99.227.34,192.168.4.136,443,4249,1026,0x0010,0xc35e
Mar 10, 2024 17:01:04.504856000 EDT,40.99.227.34,192.168.4.136,443,4249,1026,0x0018,0x3924
Mar 10, 2024 17:01:08.741072000 EDT,192.168.4.140,192.168.4.137,49803,4444,501,0x0018,0x8a93
Mar 10, 2024 17:01:08.742483000 EDT,192.168.4.137,192.168.4.140,4444,49803,183,0x0010,0x54c7
Mar 10, 2024 17:01:08.743908000 EDT,192.168.4.137,192.168.4.140,4444,49803,183,0x0018,0x68d6
Mar 10, 2024 17:01:08.744013000 EDT,192.168.4.140,192.168.4.137,49803,4444,501,0x0010,0x8a8c
Mar 10, 2024 17:01:10.457187000 EDT,192.168.4.140,192.168.4.137,49803,4444,501,0x0018,0x8a8f
Mar 10, 2024 17:01:10.459840000 EDT,192.168.4.137,192.168.4.140,4444,49803,183,0x0018,0x935f
Mar 10, 2024 17:01:10.459893000 EDT,192.168.4.140,192.168.4.137,49803,4444,501,0x0010,0x8a8c
Mar 10, 2024 17:01:12.592026000 EDT,40.99.227.34,192.168.4.136,443,4249,1026,0x0010,0x4855
Mar 10, 2024 17:01:12.592040000 EDT,40.99.227.34,192.168.4.136,443,4249,1026,0x0010,0x1fcb
Mar 10, 2024 17:01:12.592053000 EDT,40.99.227.34,192.168.4.136,443,4249,1026,0x0018,0xfd68
Mar 10, 2024 17:01:14.998145000 EDT,192.168.4.140,192.168.4.137,49803,4444,501,0x0018,0x8a94
Mar 10, 2024 17:01:15.038653000 EDT,192.168.4.137,192.168.4.140,4444,49803,183,0x0010,0x3950
Mar 10, 2024 17:01:16.068995000 EDT,192.168.4.140,192.168.4.137,49803,4444,501,0x0018,0x8a8f
Mar 10, 2024 17:01:16.070267000 EDT,192.168.4.137,192.168.4.140,4444,49803,183,0x0010,0x34b7
Mar 10, 2024 17:01:16.071986000 EDT,192.168.4.137,192.168.4.140,4444,49803,183,0x0018,0x923e
Mar 10, 2024 17:01:16.072084000 EDT,192.168.4.140,192.168.4.137,49803,4444,501,0x0010,0x8a8c
Mar 10, 2024 17:01:21.210503000 EDT,192.168.4.140,192.168.4.137,49803,4444,501,0x0018,0x8a92
Mar 10, 2024 17:01:21.248942000 EDT,192.168.4.137,192.168.4.140,4444,49803,183,0x0010,0x1dd8
Mar 10, 2024 17:01:22.614472000 EDT,192.168.4.140,192.168.4.137,49803,4444,501,0x0018,0x8a8f
Mar 10, 2024 17:01:22.615476000 EDT,192.168.4.137,192.168.4.140,4444,49803,183,0x0010,0x17d1
Mar 10, 2024 17:01:22.617885000 EDT,192.168.4.137,192.168.4.140,4444,49803,183,0x0018,0x5dd0
Mar 10, 2024 17:01:22.618025000 EDT,192.168.4.140,192.168.4.137,49803,4444,501,0x0010,0x8a8c
Mar 10, 2024 17:01:33.424979000 EDT,100.21.251.158,192.168.4.137,443,35074,64240,0x0002,0x2514
Mar 10, 2024 17:01:33.596563000 EDT,192.168.4.137,100.21.251.158,35074,443,26847,0x0012,0x6c9e
Mar 10, 2024 17:01:33.596817000 EDT,100.21.251.158,192.168.4.137,443,35074,502,0x0010,0x250c
Mar 10, 2024 17:01:33.607551000 EDT,100.21.251.158,192.168.4.137,443,35074,502,0x0018,0x2711
Mar 10, 2024 17:01:33.801979000 EDT,192.168.4.137,100.21.251.158,35074,443,119,0x0010,0x0061
Mar 10, 2024 17:01:33.801992000 EDT,192.168.4.137,100.21.251.158,35074,443,119,0x0018,0x3102
Mar 10, 2024 17:01:33.802139000 EDT,100.21.251.158,192.168.4.137,443,35074,492,0x0010,0x250c
Mar 10, 2024 17:01:33.812691000 EDT,100.21.251.158,192.168.4.137,443,35074,501,0x0018,0x258a
Mar 10, 2024 17:01:33.934038000 EDT,192.168.4.137,100.21.251.158,35074,443,119,0x0018,0x7daa
Mar 10, 2024 17:01:33.977516000 EDT,100.21.251.158,192.168.4.137,443,35074,501,0x0010,0x250c
Mar 10, 2024 17:01:33.982920000 EDT,23.223.17.202,192.168.4.137,80,41186,64240,0x0002,0xef08
Mar 10, 2024 17:01:34.023267000 EDT,192.168.4.137,23.223.17.202,41186,80,65160,0x0012,0x0d93
Mar 10, 2024 17:01:34.023427000 EDT,23.223.17.202,192.168.4.137,80,41186,502,0x0010,0xef00
Mar 10, 2024 17:01:34.024188000 EDT,23.223.17.202,192.168.4.137,80,41186,502,0x0018,0xf09f
Mar 10, 2024 17:01:34.063844000 EDT,192.168.4.137,23.223.17.202,41186,80,506,0x0010,0x36ff
Mar 10, 2024 17:01:34.063857000 EDT,192.168.4.137,23.223.17.202,41186,80,509,0x0010,0x389b
Mar 10, 2024 17:01:34.063870000 EDT,192.168.4.137,23.223.17.202,41186,80,506,0x0018,0x805a
Mar 10, 2024 17:01:34.064018000 EDT,23.223.17.202,192.168.4.137,80,41186,501,0x0010,0xef00
Mar 10, 2024 17:01:34.482766000 EDT,100.21.251.158,192.168.4.137,443,35074,501,0x0018,0x2671
Mar 10, 2024 17:01:34.619980000 EDT,192.168.4.137,100.21.251.158,35074,443,123,0x0018,0x1b4e
Mar 10, 2024 17:01:34.620061000 EDT,100.21.251.158,192.168.4.137,443,35074,501,0x0010,0x250c
Mar 10, 2024 17:01:38.159202000 EDT,34.117.237.239,192.168.4.137,443,51168,64240,0x0002,0xd5c4
Mar 10, 2024 17:01:38.202122000 EDT,192.168.4.137,34.117.237.239,51168,443,65535,0x0012,0x3ffc
Mar 10, 2024 17:01:38.202223000 EDT,34.117.237.239,192.168.4.137,443,51168,502,0x0010,0xd5bc
Mar 10, 2024 17:01:38.204919000 EDT,34.117.237.239,192.168.4.137,443,51168,502,0x0018,0xd7c1
Mar 10, 2024 17:01:38.244924000 EDT,192.168.4.137,34.117.237.239,51168,443,255,0x0010,0x6d41
Mar 10, 2024 17:01:38.244936000 EDT,192.168.4.137,34.117.237.239,51168,443,261,0x0010,0x6b36
Mar 10, 2024 17:01:38.268353000 EDT,192.168.4.137,34.117.237.239,51168,443,261,0x0018,0xe0ac
Mar 10, 2024 17:01:38.268366000 EDT,192.168.4.137,34.117.237.239,51168,443,261,0x0018,0xdc6f
Mar 10, 2024 17:01:38.268439000 EDT,34.117.237.239,192.168.4.137,443,51168,496,0x0010,0xd5bc
Mar 10, 2024 17:01:38.268640000 EDT,34.117.237.239,192.168.4.137,443,51168,483,0x0010,0xd5bc
Mar 10, 2024 17:01:38.595339000 EDT,34.117.188.166,192.168.4.137,443,33246,64240,0x0002,0xa47b
Mar 10, 2024 17:01:38.636028000 EDT,192.168.4.137,34.117.188.166,33246,443,65535,0x0012,0x3648
Mar 10, 2024 17:01:38.636134000 EDT,34.117.188.166,192.168.4.137,443,33246,502,0x0010,0xa473
Mar 10, 2024 17:01:38.639054000 EDT,34.117.188.166,192.168.4.137,443,33246,502,0x0018,0xa678
Mar 10, 2024 17:01:38.675444000 EDT,192.168.4.137,34.117.188.166,33246,443,261,0x0010,0x6188
Mar 10, 2024 17:01:38.675457000 EDT,192.168.4.137,34.117.188.166,33246,443,255,0x0010,0x6393
Mar 10, 2024 17:01:38.678200000 EDT,192.168.4.137,34.117.188.166,33246,443,261,0x0018,0xaf63
Mar 10, 2024 17:01:38.678212000 EDT,192.168.4.137,34.117.188.166,33246,443,261,0x0010,0x0d83
Mar 10, 2024 17:01:38.678297000 EDT,34.117.188.166,192.168.4.137,443,33246,496,0x0010,0xa473
Mar 10, 2024 17:01:38.678466000 EDT,34.117.188.166,192.168.4.137,443,33246,489,0x0010,0xa473
Mar 10, 2024 17:01:38.678652000 EDT,192.168.4.137,34.117.188.166,33246,443,261,0x0018,0x7d34
Mar 10, 2024 17:01:38.678683000 EDT,34.117.188.166,192.168.4.137,443,33246,488,0x0010,0xa473
Mar 10, 2024 17:01:38.735015000 EDT,23.223.17.202,192.168.4.137,80,41186,501,0x0018,0xf09f
Mar 10, 2024 17:01:38.782966000 EDT,192.168.4.137,23.223.17.202,41186,80,503,0x0010,0x0d16
Mar 10, 2024 17:01:38.782979000 EDT,192.168.4.137,23.223.17.202,41186,80,503,0x0018,0xa2dd
Mar 10, 2024 17:01:38.783088000 EDT,23.223.17.202,192.168.4.137,80,41186,501,0x0010,0xef00
Mar 10, 2024 17:01:38.899313000 EDT,23.223.17.202,192.168.4.137,80,41186,501,0x0018,0xf09f
Mar 10, 2024 17:01:38.924117000 EDT,34.117.237.239,192.168.4.137,443,51168,501,0x0018,0xd5fc
Mar 10, 2024 17:01:38.925513000 EDT,34.117.237.239,192.168.4.137,443,51168,501,0x0018,0xd666
Mar 10, 2024 17:01:38.926266000 EDT,34.117.237.239,192.168.4.137,443,51168,501,0x0018,0xd671
Mar 10, 2024 17:01:38.940038000 EDT,192.168.4.137,23.223.17.202,41186,80,501,0x0010,0x06bc
Mar 10, 2024 17:01:38.948076000 EDT,192.168.4.137,23.223.17.202,41186,80,501,0x0018,0xbf10
Mar 10, 2024 17:01:38.948167000 EDT,23.223.17.202,192.168.4.137,80,41186,501,0x0010,0xef00
Mar 10, 2024 17:01:38.956192000 EDT,192.168.4.137,34.117.237.239,51168,443,261,0x0018,0xddbb
Mar 10, 2024 17:01:38.956259000 EDT,34.117.237.239,192.168.4.137,443,51168,501,0x0010,0xd5bc
Mar 10, 2024 17:01:38.957626000 EDT,34.117.237.239,192.168.4.137,443,51168,501,0x0018,0xd5db
Mar 10, 2024 17:01:38.960849000 EDT,192.168.4.137,34.117.237.239,51168,443,269,0x0010,0x5000
Mar 10, 2024 17:01:38.960863000 EDT,192.168.4.137,34.117.237.239,51168,443,269,0x0018,0x9822
Mar 10, 2024 17:01:38.997502000 EDT,192.168.4.137,34.117.237.239,51168,443,269,0x0010,0x4f7d
Mar 10, 2024 17:01:39.001598000 EDT,34.117.237.239,192.168.4.137,443,51168,501,0x0010,0xd5bc
Mar 10, 2024 17:01:39.026212000 EDT,192.168.4.137,34.117.237.239,51168,443,269,0x0018,0xd436
Mar 10, 2024 17:01:39.026226000 EDT,192.168.4.137,34.117.237.239,51168,443,269,0x0018,0x60db
Mar 10, 2024 17:01:39.026238000 EDT,192.168.4.137,34.117.237.239,51168,443,269,0x0018,0x4aae
Mar 10, 2024 17:01:39.026341000 EDT,34.117.237.239,192.168.4.137,443,51168,501,0x0010,0xd5bc
Mar 10, 2024 17:01:39.026521000 EDT,34.117.237.239,192.168.4.137,443,51168,501,0x0010,0xd5bc
Mar 10, 2024 17:01:39.026637000 EDT,34.117.237.239,192.168.4.137,443,51168,501,0x0010,0xd5bc
Mar 10, 2024 17:01:39.027687000 EDT,34.117.237.239,192.168.4.137,443,51168,501,0x0018,0xd5e3
Mar 10, 2024 17:01:39.068709000 EDT,192.168.4.137,34.117.237.239,51168,443,269,0x0010,0x491d
Mar 10, 2024 17:01:39.268772000 EDT,34.117.188.166,192.168.4.137,443,33246,501,0x0018,0xa4b3
Mar 10, 2024 17:01:39.270275000 EDT,34.117.188.166,192.168.4.137,443,33246,501,0x0018,0xa51d
Mar 10, 2024 17:01:39.271135000 EDT,34.117.188.166,192.168.4.137,443,33246,501,0x0018,0xa52f
Mar 10, 2024 17:01:39.271580000 EDT,34.117.188.166,192.168.4.137,443,33246,501,0x0018,0xa551
Mar 10, 2024 17:01:39.302750000 EDT,192.168.4.137,34.117.188.166,33246,443,265,0x0018,0x1370
Mar 10, 2024 17:01:39.302832000 EDT,34.117.188.166,192.168.4.137,443,33246,501,0x0010,0xa473
Mar 10, 2024 17:01:39.304512000 EDT,34.117.188.166,192.168.4.137,443,33246,501,0x0018,0xa492
Mar 10, 2024 17:01:39.312215000 EDT,192.168.4.137,34.117.188.166,33246,443,273,0x0010,0x4638
Mar 10, 2024 17:01:39.343703000 EDT,192.168.4.137,34.117.188.166,33246,443,273,0x0010,0x45d6
Mar 10, 2024 17:01:39.535590000 EDT,192.168.4.137,34.117.188.166,33246,443,273,0x0018,0xad1d
Mar 10, 2024 17:01:39.535604000 EDT,192.168.4.137,34.117.188.166,33246,443,273,0x0018,0xb269
Mar 10, 2024 17:01:39.535616000 EDT,192.168.4.137,34.117.188.166,33246,443,273,0x0010,0xb9fb
Mar 10, 2024 17:01:39.535629000 EDT,192.168.4.137,34.117.188.166,33246,443,273,0x0018,0xacd0
Mar 10, 2024 17:01:39.535694000 EDT,34.117.188.166,192.168.4.137,443,33246,501,0x0010,0xa47f
Mar 10, 2024 17:01:39.535921000 EDT,34.117.188.166,192.168.4.137,443,33246,501,0x0010,0xa487
Mar 10, 2024 17:01:39.536016000 EDT,34.117.188.166,192.168.4.137,443,33246,501,0x0010,0xa487
Mar 10, 2024 17:01:39.536457000 EDT,34.117.188.166,192.168.4.137,443,33246,501,0x0010,0xa48f
Mar 10, 2024 17:01:39.548962000 EDT,192.168.4.137,34.117.188.166,33246,443,273,0x0018,0x37b0
Mar 10, 2024 17:01:39.549234000 EDT,34.117.188.166,192.168.4.137,443,33246,501,0x0010,0xa48f
Mar 10, 2024 17:01:39.567753000 EDT,192.168.4.137,34.117.188.166,33246,443,273,0x0018,0xfd3b
Mar 10, 2024 17:01:39.567907000 EDT,34.117.188.166,192.168.4.137,443,33246,489,0x0010,0xa487
Mar 10, 2024 17:01:39.572524000 EDT,192.168.4.137,34.117.188.166,33246,443,273,0x0018,0x6946
Mar 10, 2024 17:01:39.572537000 EDT,192.168.4.137,34.117.188.166,33246,443,273,0x0010,0x0ac9
Mar 10, 2024 17:01:39.572550000 EDT,192.168.4.137,34.117.188.166,33246,443,273,0x0018,0xa09b
Mar 10, 2024 17:01:39.572651000 EDT,34.117.188.166,192.168.4.137,443,33246,479,0x0010,0xa487
Mar 10, 2024 17:01:39.572851000 EDT,34.117.188.166,192.168.4.137,443,33246,461,0x0010,0xa47f
Mar 10, 2024 17:01:39.572941000 EDT,34.117.188.166,192.168.4.137,443,33246,455,0x0010,0xa473
Mar 10, 2024 17:01:39.574156000 EDT,34.117.188.166,192.168.4.137,443,33246,501,0x0018,0xa49a
Mar 10, 2024 17:01:39.609499000 EDT,192.168.4.137,34.117.188.166,33246,443,273,0x0010,0x19c6
Mar 10, 2024 17:01:39.824697000 EDT,35.201.103.21,192.168.4.137,443,52146,64240,0x0002,0x503e
Mar 10, 2024 17:01:39.863431000 EDT,192.168.4.137,35.201.103.21,52146,443,65535,0x0012,0x6c7d
Mar 10, 2024 17:01:39.863506000 EDT,35.201.103.21,192.168.4.137,443,52146,502,0x0010,0x5036
Mar 10, 2024 17:01:39.866871000 EDT,35.201.103.21,192.168.4.137,443,52146,502,0x0018,0x523b
Mar 10, 2024 17:01:39.902523000 EDT,192.168.4.137,35.201.103.21,52146,443,261,0x0010,0x97be
Mar 10, 2024 17:01:39.902536000 EDT,192.168.4.137,35.201.103.21,52146,443,255,0x0010,0x99c9
Mar 10, 2024 17:01:39.908201000 EDT,192.168.4.137,35.201.103.21,52146,443,261,0x0018,0x5b26
Mar 10, 2024 17:01:39.908215000 EDT,192.168.4.137,35.201.103.21,52146,443,261,0x0018,0x570b
Mar 10, 2024 17:01:39.908322000 EDT,35.201.103.21,192.168.4.137,443,52146,496,0x0010,0x5036
Mar 10, 2024 17:01:39.908483000 EDT,35.201.103.21,192.168.4.137,443,52146,483,0x0010,0x5036
Mar 10, 2024 17:01:40.362284000 EDT,23.223.17.202,192.168.4.137,80,41186,501,0x0018,0xf09f
Mar 10, 2024 17:01:40.398484000 EDT,192.168.4.137,23.223.17.202,41186,80,501,0x0010,0xf63a
Mar 10, 2024 17:01:40.400445000 EDT,192.168.4.137,23.223.17.202,41186,80,501,0x0018,0xdf20
Mar 10, 2024 17:01:40.400523000 EDT,23.223.17.202,192.168.4.137,80,41186,501,0x0010,0xef00
Mar 10, 2024 17:01:41.000646000 EDT,35.201.103.21,192.168.4.137,443,52146,501,0x0018,0x5076
Mar 10, 2024 17:01:41.003136000 EDT,35.201.103.21,192.168.4.137,443,52146,501,0x0018,0x50e0
Mar 10, 2024 17:01:41.003421000 EDT,35.201.103.21,192.168.4.137,443,52146,501,0x0018,0x50f0
Mar 10, 2024 17:01:41.036217000 EDT,192.168.4.137,35.201.103.21,52146,443,261,0x0018,0xb911
Mar 10, 2024 17:01:41.036325000 EDT,35.201.103.21,192.168.4.137,443,52146,501,0x0010,0x5036
Mar 10, 2024 17:01:41.038445000 EDT,35.201.103.21,192.168.4.137,443,52146,501,0x0018,0x5055
Mar 10, 2024 17:01:41.041139000 EDT,192.168.4.137,35.201.103.21,52146,443,269,0x0010,0x791f
Mar 10, 2024 17:01:41.041153000 EDT,192.168.4.137,35.201.103.21,52146,443,269,0x0018,0xe710
Mar 10, 2024 17:01:41.050837000 EDT,192.168.4.137,35.201.103.21,52146,443,269,0x0018,0xa19e
Mar 10, 2024 17:01:41.050850000 EDT,192.168.4.137,35.201.103.21,52146,443,269,0x0018,0x3a9f
Mar 10, 2024 17:01:41.050863000 EDT,192.168.4.137,35.201.103.21,52146,443,269,0x0018,0xa952
Mar 10, 2024 17:01:41.054259000 EDT,35.201.103.21,192.168.4.137,443,52146,501,0x0010,0x5036
Mar 10, 2024 17:01:41.054560000 EDT,35.201.103.21,192.168.4.137,443,52146,501,0x0018,0x505d
Mar 10, 2024 17:01:41.076147000 EDT,192.168.4.137,35.201.103.21,52146,443,269,0x0010,0x7463
Mar 10, 2024 17:01:41.084841000 EDT,192.168.4.137,35.201.103.21,52146,443,269,0x0010,0x7423
Mar 10, 2024 17:01:41.496833000 EDT,54.218.225.239,192.168.4.137,443,56734,64240,0x0002,0xde29
Mar 10, 2024 17:01:41.539465000 EDT,34.98.75.36,192.168.4.137,443,37680,64240,0x0002,0x32e6
Mar 10, 2024 17:01:41.580805000 EDT,192.168.4.137,34.98.75.36,37680,443,65535,0x0012,0xb9c6
Mar 10, 2024 17:01:41.580903000 EDT,34.98.75.36,192.168.4.137,443,37680,502,0x0010,0x32de
Mar 10, 2024 17:01:41.583756000 EDT,34.98.75.36,192.168.4.137,443,37680,502,0x0018,0x34e3
Mar 10, 2024 17:01:41.616028000 EDT,192.168.4.137,54.218.225.239,56734,443,26847,0x0012,0xebd6
Mar 10, 2024 17:01:41.616152000 EDT,54.218.225.239,192.168.4.137,443,56734,502,0x0010,0xde21
Mar 10, 2024 17:01:41.621551000 EDT,54.218.225.239,192.168.4.137,443,56734,502,0x0018,0xe026
Mar 10, 2024 17:01:41.632422000 EDT,192.168.4.137,34.98.75.36,37680,443,261,0x0010,0xe4f9
Mar 10, 2024 17:01:41.650033000 EDT,192.168.4.137,34.98.75.36,37680,443,261,0x0018,0x3dce
Mar 10, 2024 17:01:41.650043000 EDT,192.168.4.137,34.98.75.36,37680,443,261,0x0018,0x3d87
Mar 10, 2024 17:01:41.650113000 EDT,34.98.75.36,192.168.4.137,443,37680,496,0x0010,0x32de
Mar 10, 2024 17:01:41.650244000 EDT,34.98.75.36,192.168.4.137,443,37680,494,0x0010,0x32de
Mar 10, 2024 17:01:41.672729000 EDT,23.223.17.202,192.168.4.137,80,41186,501,0x0018,0xf09f
Mar 10, 2024 17:01:41.713901000 EDT,192.168.4.137,23.223.17.202,41186,80,501,0x0018,0x4e6e
Mar 10, 2024 17:01:41.713982000 EDT,23.223.17.202,192.168.4.137,80,41186,501,0x0010,0xef00
Mar 10, 2024 17:01:41.742579000 EDT,192.168.4.137,54.218.225.239,56734,443,119,0x0010,0x7fff
Mar 10, 2024 17:01:41.742592000 EDT,192.168.4.137,54.218.225.239,56734,443,119,0x0010,0x7fff
Mar 10, 2024 17:01:41.742605000 EDT,192.168.4.137,54.218.225.239,56734,443,119,0x0018,0xea17
Mar 10, 2024 17:01:41.742747000 EDT,54.218.225.239,192.168.4.137,443,56734,492,0x0010,0xde21
Mar 10, 2024 17:01:41.747810000 EDT,54.218.225.239,192.168.4.137,443,56734,501,0x0018,0xde9f
Mar 10, 2024 17:01:41.771527000 EDT,34.98.75.36,192.168.4.137,443,37680,501,0x0018,0x331e
Mar 10, 2024 17:01:41.773059000 EDT,34.98.75.36,192.168.4.137,443,37680,501,0x0018,0x3388
Mar 10, 2024 17:01:41.773294000 EDT,34.98.75.36,192.168.4.137,443,37680,501,0x0018,0x33aa
Mar 10, 2024 17:01:41.807579000 EDT,192.168.4.137,34.98.75.36,37680,443,269,0x0018,0x32f5
Mar 10, 2024 17:01:41.807592000 EDT,192.168.4.137,34.98.75.36,37680,443,269,0x0018,0x0925
Mar 10, 2024 17:01:41.807675000 EDT,34.98.75.36,192.168.4.137,443,37680,501,0x0010,0x32de
Mar 10, 2024 17:01:41.807853000 EDT,34.98.75.36,192.168.4.137,443,37680,501,0x0010,0x32de
Mar 10, 2024 17:01:41.810236000 EDT,34.98.75.36,192.168.4.137,443,37680,501,0x0018,0x32fd
Mar 10, 2024 17:01:41.850823000 EDT,192.168.4.137,34.98.75.36,37680,443,269,0x0010,0xd2dd
Mar 10, 2024 17:01:41.873297000 EDT,192.168.4.137,34.98.75.36,37680,443,269,0x0018,0x0817
Mar 10, 2024 17:01:41.873311000 EDT,192.168.4.137,34.98.75.36,37680,443,269,0x0018,0xcb74
Mar 10, 2024 17:01:41.873323000 EDT,192.168.4.137,34.98.75.36,37680,443,269,0x0018,0x4f03
Mar 10, 2024 17:01:41.875756000 EDT,34.98.75.36,192.168.4.137,443,37680,501,0x0010,0x32de
Mar 10, 2024 17:01:41.876046000 EDT,34.98.75.36,192.168.4.137,443,37680,501,0x0018,0x3305
Mar 10, 2024 17:01:41.918170000 EDT,192.168.4.137,34.98.75.36,37680,443,269,0x0010,0xd114
Mar 10, 2024 17:01:42.050289000 EDT,23.223.17.202,192.168.4.137,80,35656,64240,0x0002,0xef08
Mar 10, 2024 17:01:42.091259000 EDT,192.168.4.137,23.223.17.202,35656,80,65160,0x0012,0x8f56
Mar 10, 2024 17:01:42.091358000 EDT,23.223.17.202,192.168.4.137,80,35656,502,0x0010,0xef00
Mar 10, 2024 17:01:42.092258000 EDT,23.223.17.202,192.168.4.137,80,35656,502,0x0018,0xf09f
Mar 10, 2024 17:01:42.117530000 EDT,54.218.225.239,192.168.4.137,443,56734,501,0x0018,0xde9f
Mar 10, 2024 17:01:42.129625000 EDT,192.168.4.137,23.223.17.202,35656,80,506,0x0010,0xb8c1
Mar 10, 2024 17:01:42.130920000 EDT,192.168.4.137,23.223.17.202,35656,80,506,0x0018,0x0920
Mar 10, 2024 17:01:42.130982000 EDT,23.223.17.202,192.168.4.137,80,35656,501,0x0010,0xef00
Mar 10, 2024 17:01:42.134147000 EDT,192.168.4.137,23.223.17.202,35656,80,506,0x0010,0xb542
Mar 10, 2024 17:01:42.252430000 EDT,192.168.4.137,54.218.225.239,56734,443,119,0x0010,0x4657
Mar 10, 2024 17:01:42.308875000 EDT,192.168.4.137,54.218.225.239,56734,443,119,0x0018,0xb7a1
Mar 10, 2024 17:01:42.312058000 EDT,54.218.225.239,192.168.4.137,443,56734,501,0x0018,0xe1cc
Mar 10, 2024 17:01:42.506011000 EDT,192.168.4.137,54.218.225.239,56734,443,189,0x0010,0x6a01
Mar 10, 2024 17:01:42.506024000 EDT,192.168.4.137,54.218.225.239,56734,443,189,0x0018,0xe5b4
Mar 10, 2024 17:01:42.506432000 EDT,54.218.225.239,192.168.4.137,443,56734,496,0x0010,0xde21
Mar 10, 2024 17:01:42.507325000 EDT,54.218.225.239,192.168.4.137,443,56734,501,0x0018,0xde40
Mar 10, 2024 17:01:42.507563000 EDT,54.218.225.239,192.168.4.137,443,56734,501,0x0011,0xde21
Mar 10, 2024 17:01:42.709984000 EDT,192.168.4.137,54.218.225.239,56734,443,189,0x0011,0x60c5
